mstar,L_x,m0,r1,alpha
0.5657657657657658,1.1421371799971212,7.922538224617959e-05,2.2290717679410585,0.0004461457967052015
0.5711711711711712,0.04701278122044222,0.0010899597447034356,2.8843995097556694,0.0014430449541025538
0.3882882882882883,0.6165516044503511,0.0003419760513662486,1.9734714211488296,0.003384736978231105
0.6612612612612613,0.2655521732962259,0.2052476808545985,1049.1204681211832,0.0001084792992867298
0.33153153153153153,0.20441146686980297,0.0015859131152024196,18.066454282925385,0.000643752666312737
0.7018018018018017,1.3650607975078826,0.0062430306302298545,5.86681347161929,0.001803113435140161
0.12612612612612614,0.01818549972329001,1.459905637968857e-05,0.22825013255091628,0.008563683747818128
0.11441441441441443,0.04820119858235122,0.00010898898288859179,2.2701664730720434,0.00023767396542097018
0.12882882882882885,0.16260557878518725,0.0016964935087255423,2.3642827291315687,0.0001670709743100947
0.3153153153153153,0.10650086012748422,0.0013015902486769445,18.951886875346325,0.00521290176274623
0.2594594594594595,0.02810880319904871,0.00011595880693646031,1.6929613104860182,0.0012505183240210883
0.19909909909909912,0.2518295094435084,0.0004518919875026624,3.7874329202391914,0.0003866219656066285
0.11531531531531532,1.3342976501646713,6.739370288891719e-06,0.18671048525377637,0.00020601828701964585
0.5963963963963964,3.733353571983125,0.001805237074283493,7.959352168465851,0.007423099140933806
0.24324324324324326,0.1496600351009813,9.958539507250388e-05,2.803755052586704,0.002777840872186791
0.218018018018018,0.33587348467466077,0.001766495010449444,2.948018909508605,0.000991751519598817
0.5054054054054055,0.20327104871971022,0.03988501051061326,78.12001744673427,0.006086119830153932
0.13423423423423425,0.015278100234511727,2.4558120821874985e-07,0.04030064887826956,0.00018816397832228238
0.5009009009009009,0.5191050306119759,0.04999366806704631,72.07062746259358,0.0008131345305222683
0.11261261261261261,0.8999069234714413,2.4667658335518352e-05,1.1478446349710085,0.0025371223810898803
0.10360360360360361,0.09480058252737063,0.0010754437288673334,6.1633420685502545,0.004275241614001643
0.3261261261261261,2.59887549211923,0.00041364842713810117,2.5842860254129567,0.00015263622102213104
0.15315315315315314,0.2112938004413461,0.000628226176835723,2.3933728782085164,0.0003170766854627706
0.10270270270270271,0.10219859587822304,4.714007370436879e-06,0.28258412283419365,0.001142463590376527
0.9684684684684685,1.8720078303070988,0.04964184298275096,218.04713496061584,0.002199196905866112
0.6621621621621622,0.8108258440582091,0.0004508228946964931,2.790008231678225,0.000704830405040868
0.4135135135135135,0.06611410404239879,0.003138570291018126,24.524505870924298,0.0002898851821765173
0.6495495495495496,1.0561784944498875,0.00013422924051509832,0.7586998028939876,0.009376278570487359
0.48468468468468473,4.118957229261153,0.01096070710661658,11.450288231887765,0.0017595542904907584
0.17027027027027028,0.017684598928806576,4.11739801865883e-06,0.2679614468555542,0.0004883420699270718
0.7135135135135136,2.5194638922262333,0.030105469059655682,19.097032019699054,0.00013227122952691117
0.8054054054054054,0.5366582488511944,0.004424796437471668,16.198143090471987,0.0037048354385178215
0.14684684684684685,0.024690897658050825,0.052798047302305987,114.80003204126939,0.008792581006869993
0.24144144144144145,0.8370325475900374,1.0715705299245307e-05,0.2792408820252254,0.00031395899070244855
0.15855855855855855,0.05431014015017598,0.0006386771943963398,4.686571703844342,0.0006522043249572552
0.22792792792792793,0.9592651637967637,3.3706983295364378e-06,0.2929100002374653,0.0023496443357263457
0.754054054054054,1.338379319804544,0.004013437619378073,6.8729515629906155,0.00395932697008974
0.14864864864864866,0.16529571900794626,1.7675197572152333e-05,0.3057794177574064,0.00012242746808942647
0.13243243243243244,0.008570582666087206,0.002206690411515521,4.0101623039504695,0.0005290549165605324
0.11531531531531532,0.03308552686541935,1.749572747428382e-05,1.0593817872218738,0.0016505103610262866
0.7711711711711712,3.4475475185741784,0.013642519022339518,27.52370393455719,0.002711377711445253
0.1045045045045045,0.12358156882667043,2.8326228601226153e-06,0.3557043811214784,0.0007526135763943943
0.10270270270270271,0.0061227416530220255,0.00904450547224515,55.47992460133999,0.00020385289473459132
0.44594594594594594,0.194635900451068,0.0004182584825995148,2.2957666561275585,0.005708997544814055
0.14324324324324325,0.43244377906807685,0.009495365132168037,14.569039819534513,0.0010713516264683248
0.33513513513513515,0.03401049677215064,4.238759367142385e-05,0.9661083408223621,0.0003434116415875868
0.13243243243243244,0.011547503243423175,0.00012158835992059905,2.2566691112850026,0.0001412384038607639
0.3441441441441442,0.013889689481529749,8.342720790683648e-05,0.42811925475077367,0.004567671059123319
0.627927927927928,0.9644393767303693,0.0024043011828852206,9.616176797710684,0.00041884718714263816
0.1873873873873874,0.5881122829566301,0.003611498110461139,10.364126229187042,0.0011730002366311598
0.22342342342342342,0.02531104514066118,3.064273956136082e-05,0.4869649872185303,0.00557108393659542
0.11981981981981982,0.024549126750415935,8.160643131449388e-05,2.484441899098256,0.00015464012969559598
0.7648648648648648,0.6690998162871719,0.0006980179522211124,25.452998839690814,0.0009176865832733562
0.10360360360360361,0.261418438929467,1.2498019887265144e-05,0.2541024921414541,0.0029678218813774856
0.2,0.00949696881929322,0.00019614063836734157,1.7391766654136631,0.006961115703107715
0.5009009009009009,0.1446251433957044,0.011291788414297284,14.864258297014036,0.0002231312519381756
0.9198198198198199,0.5415059300304981,0.0011080071378150712,3.033481997591963,0.00010037708580286662
0.672972972972973,1.4978499853012333,0.0008657077466460603,13.894963096794179,0.0036161930427001904
0.1864864864864865,0.3508085946474125,0.00011965567515846023,2.1593678143906736,0.0013532477313709162
0.13603603603603603,0.21690065484711238,0.0004960930012719267,2.130646953336948,0.0004832093000127547
0.12432432432432433,0.038390853863645685,0.00034941001161818393,1.3857552506563162,0.0002574865357082143
0.2531531531531531,0.15884168166599547,0.004987190466657307,24.079776422549948,0.008032902602799206
0.11081081081081082,0.03353772328987204,1.7942896039809545e-05,0.48035877203703975,0.0019269898926255018
0.17657657657657658,0.057106450798193646,0.0006720990844919486,2.6797933296499985,0.0005958493358693695
0.16846846846846847,0.20043446717684948,0.0032281016557303838,14.390800525416926,0.00021858524352240724
0.13783783783783785,0.011683179242175002,5.094038411596912e-07,0.1674581930109067,0.0070067819424712895
0.9585585585585585,1.9083825534114547,0.008623560330677543,28.396211117749477,0.002922484898312936
0.4495495495495495,0.17585205745770552,0.0010630112486981458,3.1571825474145063,0.0009451038088349192
0.33603603603603605,1.2240990528441855,0.13882385652880436,73.89167159517214,0.00017741173529480523
0.24054054054054055,0.25400258742878107,7.30574581761009e-05,1.1244094997923328,0.004924692888532449
0.5135135135135135,0.751223401461177,0.004315429880157979,11.99002849516029,0.0013152637235627391
0.24054054054054055,0.16846336621419417,2.261733741688501e-05,0.21198816279399796,0.0003683333418771098
0.6153153153153152,0.09568643402391747,0.06512140984014658,164.70844342286424,0.0006133110532016273
0.21891891891891893,0.12017052801148402,3.0343209174145863e-05,0.3934700868916941,0.0018965051529712025
0.16666666666666669,0.2967577785735959,0.0012921332055932208,7.808067272799429,0.008090084354622391
0.35945945945945945,0.13918496029145896,3.2384445362674894e-05,1.0028059055295688,0.00025237992945424296
0.13963963963963966,0.010286291949151717,0.0027254505515580795,7.525488660848082,0.00042516799715339203
0.16846846846846847,0.029365318171279974,2.1954854696943575e-06,0.0503646506281507,0.0015182135003483689
0.2900900900900901,0.07933015915864206,0.0018993960775364894,2.9258702791007107,0.0031948553811318127
0.16486486486486487,0.020314057144826602,0.0003480822812946356,5.199187832713623,0.0001150943282243416
0.3162162162162162,0.8946903294660778,0.000765955731566695,2.3508357846191736,0.0016622726268623433
0.45765765765765765,1.0965846072979686,0.0003944906138448472,5.497699588684069,0.0005185676833196322
0.1,0.007416949368528376,0.0005749955406568603,5.9313344101673255,0.00012601434571682017
